+------------+------------+-----------+
|Vehicle Year|Vehicle Make|Num Tickets|
|        2013|       MERCU|         12|
|        2021|       LAMAR|         12|
|        2018|         KTM|         12|
|        1999|       Dodge|         12|
|        1987|       JAGUA|         12|
|        1993|       HARLE|         11|
|        1999|         HIN|         11|
|        1980|       OLDSM|         11|
|        2007|       Mazda|         11|
|        2019|       PIAGG|         11|
|        2008|         MCI|         11|
|        2016|        CIMC|         11|
|        2020|        Hino|         11|
|        1997|        Ford|         11|
|        2022|       MINI-|         11|
|        2021|        ASTO|         11|
|        1973|       ME/BE|         11|
|        1976|         BMW|         11|
|        2017|        THVG|         11|
|        2016|       WORKH|         11|
|        2018|        Land|         11|
|        2006|       Chrys|         11|
|        2021|         FLY|         11|
|        1985|       NISSA|         11|
|        2014|       MO/GU|         11|
|        2023|       PREVO|         11|
|        2018|       MICRO|         11|
|        2016|       VANHO|         11|
|        1972|       DATSU|         11|
|        1983|       PORSC|         11|
|        2006|       DUCAT|         11|
|        2021|       YIBEN|         11|
|        2014|       PIAGG|         11|
|        2005|       Chrys|         11|
|        2063|       CHEVR|         11|
|        1992|         GEO|         11|
|        1989|       BUICK|         11|
|        2020|       RO/EN|         11|
|        1992|       CHRYS|         11|
|        1995|       WORKH|         11|
|        1989|       MERCU|         11|
|        1975|       ME/BE|         11|
|        1978|       ME/BE|         11|
|        2017|       KI/MO|         11|
|        2001|       THOMA|         11|
|        1977|         BMW|         11|
|        2021|       MERCU|         11|
|        2023|        GENS|         11|
|        2021|       WINNE|         11|
|        2020|       CAN-A|         11|
|        2020|        ASTO|         11|
|        2020|       MOTOG|         11|
|        2001|       Hyund|         11|
|        1983|       ROVER|         11|
|        2023|        POLE|         11|
|        2022|       WORKH|         11|
|        2010|        INET|         11|
|        2055|        WILL|         11|
|        2022|        Alfa|         11|
|        1989|       BENTL|         11|
|        2019|       MOTOR|         10|
|        2005|       Ponti|         10|
|        2064|       CHEVR|         10|
|        2007|        VNHL|         10|
|        2021|       LEIKE|         10|
|        1997|       Toyot|         10|
|        2015|       Subar|         10|
|        1975|       CADIL|         10|
|        2004|       Cadil|         10|
|        1994|        SAAB|         10|
|        2017|       GREAT|         10|
|        2003|       Cadil|         10|
|        2004|          IC|         10|
|        2020|       PIAGG|         10|
|        2001|       Linco|         10|
|        2006|       WINNE|         10|
|        2020|       ST/CR|         10|
|        2004|       TRIUM|         10|
|        2003|        WOHC|         10|
|        2016|        WE/S|         10|
|        1995|          NS|         10|
|        2010|       Chrys|         10|
|        1980|          MG|         10|
|        2020|       Subar|         10|
|        1975|        FORD|         10|
|        1978|       HONDA|         10|
|        2007|        GMC.|         10|
|        2019|         SYM|         10|
|        2023|       MC/AU|         10|
|        2009|       MAYBA|         10|
|        1983|       VOLKS|         10|
|        2016|       MOTOG|         10|
|        2017|       NE/FL|         10|
|        1984|       LINCO|         10|
|        1983|         GMC|         10|
|        2019|         KTM|         10|
|        1993|       CHRYS|         10|
|        1979|       PONTI|         10|
|        1984|       JAGUA|         10|
|        2021|       OLDSM|         10|
|        2020|       POLAR|         10|
|        1997|        null|         10|
|        2011|       TR/TE|         10|
|        1994|       INFIN|         10|
|        2001|       Nissa|         10|
|        2065|       BUICK|         10|
|        2021|        KIA.|         10|
|        1995|       PLYMO|         10|
|        2019|       TR/TE|         10|
|        2021|        QIYE|         10|
|        2068|       PLYMO|         10|
|        2015|       MI/BI|         10|
|        2012|       PONTI|         10|
|        1998|       FERRA|         10|
|        1972|       CADIL|         10|
|        2007|         RAM|         10|
|        2008|       Lexus|         10|
|        2004|        SUNS|         10|
|        1995|       KENWO|         10|
|        2019|       FONTA|         10|
|        1998|          NS|         10|
|        1991|       BUICK|         10|
|        1996|        Land|         10|
|        1993|        MACK|         10|
|        2021|       PONTI|         10|
|        2003|        AM/T|         10|
|        2068|       OLDSM|         10|
|        2023|        ZHNG|         10|
|        2011|       ROLLS|         10|
|        2007|       Mitsu|         10|
|        2013|        WBVS|         10|
|        2022|        KIA.|         10|
|        2057|       CHEVR|         10|
|        2017|       NEWFL|         10|
|        1980|       BUICK|         10|
|        1999|       Chevr|         10|
|        2013|       KYMCO|         10|
|        1977|       MERCU|         10|
|        2022|       TELSA|         10|
|        2015|        SPRI|         10|
|        1975|       DATSU|         10|
|        1999|       PETER|         10|
|        2018|         UPS|         10|
|        2014|       Jagua|         10|
|        2019|        Audi|         10|
|        2001|       Toyot|         10|
|        2010|        Jeep|          9|
|        2020|       PONTI|          9|
|        2014|       MINI-|          9|
|        2007|        WABA|          9|
|        2022|       GE/SC|          9|
|        2020|       WORKS|          9|
|        2001|        Jeep|          9|
|        2015|       MINI-|          9|
|        2005|         FRE|          9|
|        1989|       SUZUK|          9|
|        1984|       VOLVO|          9|
|        2019|       POLAR|          9|
|        2003|       DUCAT|          9|
|        2015|       VANHO|          9|
|        2024|       FRUEH|          9|
|        2012|       NE/FL|          9|
|        2010|       FERRA|          9|
|        2018|        GENS|          9|
|        2060|       CHEVR|          9|
|        1990|       OLDSM|          9|
|        2018|       VANHO|          9|
|        2001|       VANHO|          9|
|        2020|       CHECK|          9|
|        2021|         JIA|          9|
|        1995|        null|          9|
|        2005|       Hyund|          9|
|        2020|       VANHO|          9|
|        2010|       TR/TE|          9|
|        1994|        null|          9|
|        1979|          MG|          9|
|        1990|       ROVER|          9|
|        2009|       SCION|          9|
|        2004|       Mercu|          9|
|        1996|        AUDI|          9|
|        2001|       TRIUM|          9|
|        2007|       ORION|          9|
|        2001|       PLYMO|          9|
|        2010|         RAM|          9|
|        1984|       HONDA|          9|
|        2019|       FORDU|          9|
|        2012|         KAS|          9|
|        2011|       BL/BI|          9|
|        2018|        LONC|          9|
|        2020|        WE/S|          9|
|        1992|         HIN|          9|
|        2006|       VANHO|          9|
|        2023|       DUCAT|          9|
